student_id,classes_attended,classes_total,study_hours_per_week,assignments_submitted,assignments_total,quiz_points_earned,quiz_points_possible,discussion_posts,office_hours_visits,sleep_hours,work_hours_per_week,commute_minutes,prior_gpa,late_submissions,practice_exam_points,practice_exam_possible,lms_logins_last_30_days
S01341,18,28,2.9,5,11,74,120,1,0,7.7,12.3,31.3,2.78,2,50,80,13
S01342,20,24,8.3,11,12,79,100,14,3,8.9,8.6,21.8,3.03,5,74,90,39
S01343,26,30,12.7,9,13,82,110,3,3,6.9,3.3,21.4,2.83,0,67,90,70
S01344,17,26,10.9,12,13,94,100,10,4,6.6,6.0,1.5,2.91,2,80,80,43
S01345,9,24,0,3,10,38,90,0,0,5.5,22.1,54.8,2.55,6,54,80,5
S01346,18,26,7.8,9,12,75,100,5,3,6.2,19.9,36.4,2.76,6,61,80,40
S01347,16,28,6.3,7,10,48,90,3,2,6.9,14.7,49.3,2.23,2,59,100,38
S01348,13,24,3.7,4,10,62,100,0,0,7.2,21.4,0.3,2.46,8,50,80,33
S01349,25,28,7.4,10,10,98,110,7,0,9.1,9.8,10.4,2.66,2,79,100,42
S01350,20,24,7.1,9,12,76,100,5,6,5.8,9.2,45.8,2.41,1,62,80,42
S01351,20,28,8.1,6,10,66,100,1,1,5.5,17.5,63.9,2.76,7,46,80,16
S01352,20,28,3.0,9,11,54,90,6,5,7.6,5.8,52.6,2.1,4,51,90,39
S01353,22,30,4.4,5,11,61,110,0,2,7.5,9.7,26.8,3.51,4,47,80,28
S01354,14,30,4.0,8,11,74,120,1,0,8.2,10.6,15.7,2.51,6,68,90,5
S01355,20,28,5.7,8,11,83,120,5,1,8.0,21.0,49.6,3.05,4,63,100,40
S01356,19,26,9.5,7,10,60,90,10,2,6.9,4.5,37.7,2.54,4,73,90,34
S01357,22,26,7.0,11,13,96,110,6,1,7.2,20.7,1.8,2.75,4,49,80,35
S01358,19,26,4.4,8,11,72,90,1,2,6.5,8.4,14.8,2.93,4,71,90,19
S01359,22,24,8.1,9,11,74,90,5,4,9.3,0,13.5,2.19,0,55,90,52
S01360,28,30,8.8,10,12,68,90,7,2,7.9,5.2,0,2.48,4,64,80,62
S01361,21,24,7.9,7,10,97,120,4,3,7.6,5.5,27.8,2.96,7,52,80,20
S01362,23,26,11.7,10,13,77,90,2,2,7.6,3.9,52.4,3.54,0,61,90,45
S01363,18,28,0,5,10,72,110,5,3,7.0,0,15.5,3.07,3,48,100,22
S01364,14,24,8.1,7,13,80,100,5,0,6.5,12.5,14.2,3.4,3,64,80,54
S01365,11,26,0,4,12,69,120,0,1,9.0,6.1,0,2.71,4,51,80,9
S01366,13,24,8.6,8,11,88,110,5,0,7.2,28.5,12.3,2.81,6,82,100,45
S01367,22,28,5.0,12,13,73,120,5,5,6.5,19.7,45.9,2.63,2,78,100,48
S01368,21,30,3.5,7,10,84,120,5,2,8.2,18.2,47.1,2.83,3,80,100,42
S01369,27,30,7.5,12,12,66,90,10,4,8.2,8.4,0,3.12,1,61,100,53
S01370,24,28,10.1,13,13,58,90,6,4,7.6,4.4,52.7,2.43,0,64,80,58
S01371,17,28,6.0,8,13,71,120,3,5,7.3,11.8,31.3,2.41,3,46,80,38
S01372,19,30,8.9,9,10,76,100,4,1,6.7,7.4,31.1,3.39,2,67,80,19
S01373,24,30,8.2,9,12,92,110,7,5,5.1,9.7,41.8,2.82,6,81,90,54
S01374,26,28,11.4,12,13,78,90,3,1,8.9,6.3,29.0,3.62,1,100,100,47
S01375,17,28,13.2,10,13,70,100,5,3,7.6,0,59.5,2.72,2,79,100,20
S01376,19,26,7.4,8,10,71,110,6,1,7.1,5.2,13.6,3.27,3,71,80,54
S01377,20,24,10.0,9,12,71,110,9,1,6.8,15.7,47.8,2.99,3,92,100,31
S01378,15,24,11.6,13,13,86,110,7,2,6.2,2.2,25.6,2.71,3,63,80,36
S01379,14,26,5.6,6,13,84,120,3,1,8.3,7.6,49.1,2.74,6,52,90,10
S01380,16,28,6.7,9,11,80,120,9,1,5.4,13.3,20.1,2.62,5,47,100,24
S01381,21,24,14.6,11,13,93,110,10,2,5.3,27.0,61.3,2.7,1,85,100,33
S01382,21,24,6.0,12,12,99,120,7,7,7.7,9.7,48.6,2.58,0,87,100,63
S01383,22,24,9.8,9,10,101,120,2,2,8.7,0,12.7,3.21,5,84,90,48
S01384,14,28,5.2,10,11,69,90,5,5,6.8,20.1,5.8,3.38,1,66,80,17
S01385,21,26,12.4,7,10,81,120,8,2,6.9,7.4,41.0,2.38,2,73,100,18
S01386,25,28,10.2,11,11,67,110,11,3,7.7,5.5,10.4,3.1,1,67,90,40
S01387,19,30,8.9,6,10,47,90,3,0,6.1,6.2,24.7,3.72,5,61,100,38
S01388,22,30,8.7,6,12,76,90,5,1,7.3,10.1,14.3,2.53,4,50,80,49
S01389,26,30,13.7,11,11,71,90,13,4,6.8,16.1,29.9,2.53,1,67,100,52
S01390,22,30,7.0,10,12,80,100,1,2,6.4,16.7,57.9,3.39,1,82,100,42
S01391,18,30,7.0,10,10,67,90,8,0,7.5,6.4,20.9,3.22,4,67,100,22
S01392,21,30,12.4,9,11,68,90,6,3,6.1,14.2,53.4,2.98,4,71,100,24
S01393,15,30,3.8,8,11,49,90,4,0,6.6,7.4,27.9,3.0,3,42,100,30
S01394,18,30,2.7,7,11,62,100,1,1,5.5,18.3,32.9,2.74,7,65,100,16
S01395,16,24,9.4,8,12,103,110,4,4,6.9,8.5,24.5,3.4,2,79,90,44
S01396,22,24,5.8,10,12,61,90,7,2,6.0,0,1.0,3.02,0,71,100,39
S01397,19,24,10.6,12,13,91,110,10,3,7.9,3.4,18.5,2.98,0,69,80,51
S01398,23,24,11.6,9,11,66,100,10,4,7.8,0,23.6,2.94,0,63,90,35
S01399,24,30,8.7,11,13,72,110,9,3,6.2,20.9,41.1,2.37,7,60,90,47
S01400,24,30,9.0,11,12,69,100,9,2,6.6,0,15.1,2.47,1,48,100,50
S01401,21,30,6.6,6,10,76,120,5,4,5.1,14.1,78.1,2.35,5,61,90,42
S01402,20,24,3.0,7,13,69,110,3,3,6.7,12.4,42.9,2.24,5,44,90,22
S01403,15,30,10.7,8,12,41,100,3,3,7.1,15.3,30.3,2.52,4,69,80,40
S01404,20,30,8.2,11,12,91,110,0,1,6.3,13.3,50.1,3.29,6,58,80,62
S01405,17,24,11.9,10,13,77,100,3,4,7.2,12.9,36.7,3.38,3,79,100,63
S01406,12,26,5.1,7,13,64,90,2,3,6.1,13.3,21.0,2.86,6,53,90,20
S01407,26,26,13.0,10,10,87,100,7,5,7.4,0,10.2,3.49,2,81,100,52
S01408,21,28,5.4,8,10,54,100,4,0,6.2,4.0,13.3,2.45,2,47,100,64
S01409,20,24,13.6,9,12,65,90,6,2,7.0,10.8,27.6,3.12,2,65,100,56
S01410,13,24,0,6,10,81,120,1,2,6.8,14.5,9.9,3.04,1,43,100,19
S01411,19,24,12.8,10,13,70,90,9,3,7.8,12.2,8.5,3.05,0,75,90,46
S01412,28,30,15.3,13,13,57,120,8,4,5.5,16.4,45.4,3.09,1,71,90,48
S01413,15,24,6.8,9,11,67,120,8,4,6.7,13.9,23.7,3.21,3,57,90,49
S01414,25,26,9.1,10,12,70,100,5,4,6.7,3.5,24.9,2.14,0,46,80,31
S01415,25,30,8.7,9,13,79,90,5,2,6.1,6.8,0.2,4.0,4,85,100,13
S01416,17,30,2.9,5,11,42,90,2,0,7.0,12.5,22.8,2.69,7,63,80,34
S01417,23,28,11.0,10,12,54,90,2,4,6.2,13.9,20.1,2.86,1,73,90,53
S01418,25,26,10.2,13,13,88,110,8,2,6.6,14.3,52.2,2.61,0,67,80,49
S01419,18,24,8.3,11,12,71,90,10,2,7.1,17.3,14.7,2.7,3,58,90,40
S01420,19,26,12.1,10,10,91,110,8,4,6.5,19.5,51.9,3.44,4,80,80,63
S01421,21,28,7.7,7,10,79,120,1,3,5.8,8.3,20.4,2.61,4,66,100,28
S01422,15,26,7.5,8,12,81,120,5,5,6.1,11.9,47.4,2.56,6,74,100,32
S01423,12,28,8.7,9,11,67,90,4,0,7.4,20.8,44.1,2.95,4,55,80,13
S01424,22,24,8.9,11,11,60,90,6,4,7.9,11.3,5.7,2.69,1,54,80,43
S01425,16,28,9.4,6,10,63,90,8,4,6.1,8.1,64.2,3.53,3,76,100,16
S01426,20,24,6.7,7,13,62,110,11,3,7.7,7.3,23.3,2.48,0,52,80,39
S01427,23,30,10.5,10,13,66,90,2,2,5.6,29.9,28.9,2.68,9,52,80,50
S01428,26,26,6.1,9,13,72,100,9,4,7.0,6.3,0,2.03,2,61,90,48
S01429,29,30,11.0,12,12,80,100,7,2,7.0,11.2,7.0,2.88,2,83,90,47
S01430,24,26,8.1,9,12,66,90,2,2,7.2,9.9,38.3,2.86,2,96,100,55
S01431,27,30,14.3,8,11,100,100,8,4,6.4,3.2,24.1,3.53,4,75,90,80
S01432,20,24,6.4,9,12,56,120,6,3,6.3,15.6,22.9,2.17,5,51,100,33
S01433,17,30,9.6,10,12,76,90,7,2,5.6,24.8,34.4,3.38,2,82,100,45
S01434,15,30,3.7,7,13,75,110,2,1,7.1,12.1,30.2,2.67,4,54,80,28
S01435,20,26,9.9,10,13,63,100,11,2,6.3,20.0,39.7,2.68,5,56,80,28
S01436,9,24,5.7,6,11,88,120,7,0,7.7,12.4,52.8,2.52,2,45,80,4
S01437,18,30,11.0,10,12,87,100,9,3,5.4,14.1,54.8,4.0,1,74,100,42
S01438,14,24,9.9,10,12,72,120,3,3,7.7,0,0,1.84,0,69,90,23
S01439,20,28,7.8,9,13,73,100,2,1,6.9,16.6,48.1,2.83,3,49,80,30
S01440,26,26,4.0,9,11,50,90,10,1,6.9,13.3,22.4,1.97,3,59,100,32
S01441,12,24,6.2,7,12,84,120,1,4,6.0,0.7,41.7,3.0,6,54,80,22
S01442,20,30,7.2,7,10,86,120,1,1,6.2,13.7,44.7,2.77,3,68,90,17
S01443,27,30,10.6,10,12,78,90,5,2,7.2,19.7,8.4,3.16,3,63,80,28
S01444,21,26,2.1,8,12,76,120,3,3,7.1,8.1,21.0,2.58,2,68,100,11
S01445,20,24,10.0,7,10,78,110,7,3,6.0,17.0,30.8,2.91,3,58,90,38
S01446,24,26,16.5,10,10,54,90,3,2,6.9,14.2,30.8,2.58,3,77,90,48
S01447,22,26,9.0,11,12,77,120,7,3,6.3,15.2,21.0,2.39,2,82,100,34
S01448,17,26,5.5,7,10,56,100,7,1,5.8,26.2,27.7,3.03,8,67,100,23
S01449,19,28,15.9,11,12,79,90,6,2,7.8,0,58.0,3.39,3,68,80,39
S01450,22,26,8.8,8,10,93,100,4,2,7.5,18.3,24.5,3.07,4,75,100,25
S01451,26,26,9.4,8,10,52,90,10,6,6.0,15.5,15.1,2.39,2,63,80,40
S01452,15,24,3.8,8,11,65,110,0,0,6.0,12.4,12.0,1.97,7,65,100,26
S01453,16,30,7.8,10,13,75,110,2,3,8.4,16.3,7.4,3.31,2,70,80,35
S01454,21,26,7.2,7,10,68,120,6,5,7.9,8.6,33.1,2.24,6,74,80,29
S01455,13,28,7.1,8,12,75,120,1,4,6.6,14.2,31.6,2.18,2,84,100,12
S01456,23,26,12.9,12,13,66,100,4,1,8.0,7.1,44.3,2.58,2,41,80,29
S01457,24,30,7.1,8,13,57,90,3,1,7.5,1.9,3.4,3.08,3,73,80,52
S01458,16,24,9.7,6,11,69,90,2,3,8.1,12.9,18.5,3.03,2,66,100,24
S01459,25,28,4.5,11,11,81,90,7,3,7.7,10.0,23.1,2.49,2,65,80,36
S01460,14,24,6.4,8,10,89,120,3,0,7.6,15.8,43.5,3.67,5,68,90,12
S01461,21,30,9.9,9,11,86,90,0,2,6.9,13.2,44.3,4.0,6,74,80,30
S01462,16,24,14.4,10,10,107,120,9,3,7.6,10.6,15.0,3.46,0,91,100,59
S01463,21,24,7.5,10,11,81,110,11,5,7.7,19.2,28.3,3.55,0,61,90,41
S01464,21,26,5.0,7,11,95,120,2,1,7.4,1.7,66.7,2.2,1,64,100,29
S01465,16,24,4.6,8,13,71,100,1,2,6.0,11.0,0,2.59,3,57,90,38
S01466,14,24,6.2,6,12,70,110,4,0,5.0,13.9,33.0,1.7,1,53,90,3
S01467,23,30,6.9,8,11,80,120,3,3,6.6,3.6,32.9,2.99,5,51,90,29
S01468,19,30,4.8,8,12,93,120,1,0,6.6,11.5,30.3,3.2,3,74,100,25
S01469,18,30,7.6,9,12,79,120,6,6,6.5,27.1,50.7,2.47,7,51,100,32
S01470,11,26,7.1,10,12,95,120,9,1,6.6,15.5,40.4,3.45,7,62,100,50
S01471,20,30,11.4,11,11,64,90,8,0,8.6,16.3,8.8,3.23,6,73,100,34
S01472,18,26,0.6,7,11,99,120,0,2,9.0,0,10.2,2.55,4,71,80,54
S01473,15,30,3.4,9,11,63,120,4,4,6.0,15.4,29.0,2.6,4,50,90,12
S01474,14,24,0,5,12,43,90,4,1,7.1,9.2,61.5,2.37,11,55,100,2
S01475,10,24,2.0,6,13,76,120,0,0,6.5,18.5,46.4,2.53,7,37,90,23
S01476,18,26,0.9,10,11,65,110,2,1,6.5,8.6,37.0,1.86,3,28,100,2
S01477,23,26,8.0,10,13,81,110,6,5,6.0,16.3,8.8,2.82,2,49,80,46
S01478,11,24,7.3,9,11,93,110,0,2,6.2,16.6,38.2,2.61,4,67,100,34
S01479,20,24,7.8,8,13,99,120,3,3,5.5,0,37.6,3.94,0,79,90,55
S01480,12,28,1.1,7,12,91,100,5,0,7.9,19.1,43.3,3.78,4,57,80,12
S01481,17,30,3.0,7,11,73,90,3,2,7.2,9.6,48.6,2.27,5,44,100,15
S01482,22,28,5.6,8,12,64,90,3,1,6.7,21.2,22.7,2.55,5,70,100,32
S01483,17,28,2.4,6,10,78,100,5,1,6.7,23.6,44.1,2.4,4,42,90,39
S01484,19,26,12.0,11,12,91,120,7,6,7.2,16.2,38.8,2.85,3,65,90,52
S01485,21,26,7.6,11,12,84,100,8,3,6.6,12.1,21.7,2.88,3,60,80,49
S01486,19,24,11.9,10,12,86,90,1,2,6.5,16.3,29.8,2.43,2,53,80,21
S01487,18,30,5.2,9,11,74,120,1,0,6.2,6.5,30.3,2.65,10,62,100,37
S01488,13,30,4.1,6,13,77,120,1,2,5.3,11.8,48.5,2.62,5,56,90,14
S01489,16,26,2.0,6,10,77,100,7,2,7.3,0.8,46.3,3.37,5,44,80,34
S01490,30,30,8.6,13,13,85,120,0,3,8.4,5.0,0,3.4,0,63,80,31
S01491,19,30,13.3,10,12,72,90,1,1,6.7,17.5,49.7,2.81,4,57,80,32
S01492,17,30,3.6,5,11,73,100,0,0,7.3,4.6,12.0,2.24,3,71,100,34
S01493,26,28,10.2,10,11,74,120,6,3,7.5,4.4,47.7,2.74,2,64,100,37
S01494,20,28,10.3,12,12,99,110,6,4,6.0,21.2,26.3,3.29,6,69,100,10
S01495,15,28,3.6,9,10,66,100,2,5,7.1,14.5,42.7,3.26,6,66,90,13
S01496,15,24,6.7,7,11,75,100,2,0,6.5,5.8,26.9,3.74,2,73,90,34
S01497,30,30,12.8,12,13,90,110,10,0,7.8,10.4,25.7,2.96,3,66,90,21
S01498,19,28,10.8,8,10,111,120,10,3,7.8,28.4,57.1,3.04,2,68,90,32
S01499,21,30,6.3,12,13,71,90,8,2,7.8,0,0,3.34,1,78,90,30
S01500,17,28,4.2,8,11,85,120,4,1,8.4,14.8,8.8,3.35,3,81,90,28
S01501,26,28,7.6,6,13,59,90,6,4,7.3,9.1,43.7,2.51,3,63,90,59
S01502,28,30,16.4,10,13,83,110,5,3,6.4,19.3,43.7,3.85,4,74,90,28
S01503,25,30,7.5,11,13,66,90,0,2,7.1,12.6,8.6,2.94,4,80,100,50
S01504,19,28,8.3,9,10,75,90,4,3,6.3,7.7,6.9,3.05,6,72,100,19
S01505,28,30,14.9,13,13,85,90,5,2,7.1,9.8,28.6,3.36,0,74,80,63
S01506,18,26,10.8,8,10,73,100,6,3,6.5,19.7,41.4,2.6,2,43,80,58
S01507,26,30,12.4,12,13,92,100,9,2,6.4,1.7,17.6,3.62,0,65,90,35
S01508,25,30,7.2,10,11,74,100,11,2,8.0,11.3,26.9,2.2,1,62,100,41
S01509,22,30,9.5,10,13,67,90,5,2,8.5,13.4,20.8,3.99,5,84,100,45
S01510,21,24,7.0,8,13,60,90,8,3,7.9,17.4,39.6,2.59,6,77,100,35
S01511,16,30,10.2,3,10,65,90,2,1,7.5,6.7,2.7,2.65,3,47,80,37
S01512,23,28,1.7,7,10,45,90,5,2,8.2,4.0,21.6,2.98,1,30,80,18
S01513,16,26,2.2,6,13,51,90,5,1,6.6,10.5,31.7,2.2,1,61,100,7
S01514,13,26,3.4,9,13,72,100,4,2,7.9,13.5,67.7,2.75,8,54,80,40
S01515,21,26,12.8,10,12,64,90,10,4,6.8,28.8,25.0,3.05,3,67,90,43
S01516,23,28,4.5,9,12,71,110,6,1,7.3,5.3,24.7,2.9,1,57,90,16
S01517,16,30,6.4,9,11,93,120,4,1,6.0,17.2,37.5,3.36,0,80,90,31
S01518,13,26,5.7,7,13,66,110,0,1,6.7,11.0,10.6,3.44,6,66,90,31
S01519,22,28,18.0,10,13,87,120,10,4,8.8,7.8,18.9,3.25,2,80,80,52
S01520,20,30,9.4,7,10,99,120,2,0,7.7,9.9,33.5,2.99,4,89,100,25
S01521,20,26,11.2,11,13,69,90,11,5,7.0,8.6,6.9,2.54,4,48,90,20
S01522,12,28,6.7,8,11,70,110,8,0,5.6,35,67.1,2.53,7,68,90,25
S01523,21,24,11.4,12,12,83,110,6,3,7.3,0,17.1,3.21,0,69,90,50
S01524,19,30,2.1,8,13,76,110,6,0,5.4,9.0,46.0,2.09,5,37,80,17
S01525,14,24,6.3,6,10,89,120,3,2,6.5,21.7,32.0,2.86,4,61,90,35
S01526,19,28,2.7,5,13,72,100,2,0,7.4,10.2,21.6,2.22,4,36,90,17
S01527,15,26,3.4,6,10,72,120,3,3,6.6,11.5,8.1,2.19,5,46,80,15
S01528,14,26,9.7,10,12,103,110,3,0,8.1,4.5,25.8,3.71,7,100,100,54
S01529,26,30,10.0,13,13,72,90,7,2,5.4,12.1,29.7,3.44,8,50,80,42
S01530,10,26,9.4,5,12,71,90,0,0,6.0,20.9,30.1,3.85,7,58,80,12
S01531,19,24,3.2,5,10,60,90,9,4,6.5,18.1,35.9,1.94,7,38,80,21
S01532,19,24,11.2,10,11,84,90,3,2,8.3,18.9,19.0,3.56,3,59,90,51
S01533,24,26,11.7,10,10,82,100,12,5,6.1,18.0,37.0,3.24,0,80,100,64
S01534,19,30,5.6,11,13,55,90,3,0,6.7,20.3,0.4,3.1,4,64,90,26
S01535,11,26,2.4,7,12,83,110,0,0,6.3,2.8,21.8,3.36,9,45,80,15
S01536,27,28,10.3,11,12,84,110,5,1,7.2,4.9,5.7,3.3,2,46,90,18
S01537,15,28,7.9,8,11,68,90,7,2,8.1,22.9,36.4,2.39,4,54,80,35
S01538,19,30,7.5,8,12,61,100,4,4,6.3,10.1,31.0,2.15,3,71,100,41
S01539,18,26,1.3,6,10,91,120,0,1,7.9,0,42.9,2.0,3,48,80,25
S01540,20,30,3.1,7,10,53,90,4,1,6.8,17.0,58.0,2.32,6,64,90,20
S01541,17,24,5.8,7,11,60,100,2,2,7.8,0,0,1.7,5,66,90,41
S01542,19,30,4.1,7,13,78,100,5,1,7.0,21.0,29.5,3.18,3,67,100,2
S01543,22,30,7.5,8,10,69,100,5,4,7.3,10.0,66.4,2.34,4,50,80,36
S01544,20,28,5.8,6,10,71,100,0,1,5.4,12.7,28.7,2.99,4,36,80,45
S01545,23,26,15.9,13,13,102,120,12,3,5.5,30.0,41.6,2.64,1,60,90,45
S01546,17,26,9.1,9,10,92,110,5,2,8.0,3.6,30.4,3.33,2,57,100,56
S01547,22,28,9.1,11,11,89,110,6,1,7.1,4.8,0,2.78,0,74,100,54
S01548,26,30,8.0,8,11,83,100,5,2,7.4,15.9,23.5,4.0,1,86,90,36
S01549,17,28,6.8,9,13,90,120,6,4,7.9,0.4,27.2,2.65,2,72,100,28
S01550,23,30,7.1,10,13,78,110,2,3,5.5,15.5,35.5,2.54,5,69,100,47
S01551,25,30,8.1,7,10,80,110,6,3,6.3,18.5,0,2.9,5,75,90,16
S01552,19,28,13.7,11,11,57,90,9,2,6.3,6.8,29.5,2.81,4,75,100,61
S01553,28,28,7.6,10,10,65,90,9,5,7.4,6.1,23.9,2.93,2,73,90,47
S01554,18,26,5.3,7,10,73,110,8,2,5.4,18.5,50.7,3.34,6,58,100,16
S01555,16,24,14.4,13,13,100,100,5,1,8.7,17.8,35.5,3.93,1,90,90,52
S01556,21,28,10.9,12,13,78,90,3,2,5.9,21.5,27.6,2.51,5,59,80,32
S01557,15,28,9.5,10,13,72,120,3,2,7.5,12.7,38.9,2.67,6,66,90,58
S01558,21,30,7.7,9,12,74,90,0,3,7.2,12.2,41.2,2.57,2,65,100,5
S01559,21,30,4.5,11,11,54,100,7,3,7.4,2.1,0,2.52,3,71,90,44
S01560,23,30,5.6,10,11,68,90,3,2,7.3,13.9,12.0,2.54,0,84,90,40
S01561,13,26,5.1,8,13,70,120,5,3,6.4,17.8,9.4,2.77,7,67,90,32
S01562,28,28,13.1,10,10,68,90,11,7,6.4,10.9,45.2,2.76,1,80,90,60
S01563,20,28,1.4,7,11,58,90,1,1,7.6,6.6,0,2.24,3,46,100,13
S01564,18,24,6.5,11,11,85,110,6,3,7.1,28.2,23.9,2.03,2,67,100,24
S01565,16,24,9.7,9,12,89,110,4,3,5.8,17.3,37.7,2.66,2,48,80,24
S01566,18,28,2.0,6,11,55,90,1,0,6.2,17.7,38.8,2.47,5,38,80,27
S01567,15,24,5.3,10,12,49,90,11,3,7.0,17.2,46.1,2.59,0,59,80,21
S01568,18,24,8.1,11,12,105,120,6,2,6.9,16.1,11.8,3.5,3,88,100,47
S01569,13,26,5.2,6,12,99,120,4,3,7.9,10.8,42.1,2.33,2,54,80,6
S01570,9,26,6.5,7,10,63,90,1,3,7.1,21.0,50.6,3.0,6,46,80,15
S01571,17,24,0.4,8,12,56,100,2,1,7.1,4.0,0,2.66,5,53,100,5
S01572,14,24,6.2,8,13,80,110,4,4,9.0,0,0,3.0,8,56,80,24
S01573,27,28,6.5,9,11,75,120,8,2,6.2,14.4,45.3,2.84,1,49,80,41
S01574,21,28,3.8,12,12,87,120,5,5,6.4,28.8,47.0,2.55,2,57,80,30
S01575,23,28,8.2,13,13,71,90,10,3,7.7,0.3,24.5,3.51,3,81,100,59
S01576,22,24,13.6,9,11,84,120,9,1,6.8,19.8,56.5,3.0,2,68,90,40
S01577,21,28,4.6,9,13,83,120,4,2,5.6,14.5,50.8,2.64,3,81,100,2
S01578,16,26,2.4,8,12,72,100,1,0,7.5,4.3,23.8,3.16,6,55,80,9
S01579,20,26,3.0,4,12,59,120,3,3,7.2,10.5,23.1,1.7,4,35,80,32
S01580,23,24,12.9,10,11,108,120,10,5,5.9,18.2,42.3,3.02,2,72,90,40
S01581,20,26,10.2,8,10,56,110,6,2,6.8,33.0,34.3,2.64,2,57,90,21
S01582,19,28,12.1,11,11,109,110,8,3,6.5,15.0,11.7,3.2,0,81,100,58
S01583,28,28,8.8,6,10,63,90,3,4,6.0,9.8,46.7,2.08,3,66,100,33
S01584,21,28,8.1,10,12,90,100,10,3,6.7,10.3,0,3.47,3,74,80,40
S01585,22,30,8.7,6,10,57,90,5,1,7.0,7.3,50.3,3.67,7,85,100,28
S01586,18,24,6.1,8,11,76,110,2,3,7.8,7.3,10.9,3.23,1,96,100,35
S01587,15,26,5.4,9,11,64,90,6,3,7.1,16.4,22.7,1.93,3,64,100,22
S01588,16,24,13.5,10,12,77,100,7,3,6.6,17.1,20.0,2.97,2,70,90,43
S01589,19,30,5.2,7,10,64,90,1,2,6.4,7.3,39.4,2.39,5,66,90,25
S01590,19,28,10.6,11,12,100,120,5,1,8.5,7.8,28.1,2.69,4,83,100,47
S01591,15,24,9.6,8,10,98,110,5,1,7.5,21.3,31.5,2.64,7,69,90,23
S01592,12,24,1.3,9,13,63,110,4,2,7.3,13.9,11.4,1.87,6,31,100,17
S01593,15,28,5.3,10,13,79,110,6,0,9.3,6.9,1.0,2.7,5,61,90,21
S01594,26,26,9.5,8,12,69,110,10,4,7.3,10.4,51.6,2.39,2,55,80,33
S01595,22,26,8.5,10,12,67,100,4,3,6.6,17.3,20.7,2.88,3,61,90,22
S01596,18,28,14.8,10,13,72,100,6,2,6.6,9.2,33.6,2.93,5,73,90,48
S01597,20,24,11.4,11,11,101,110,7,3,8.0,15.0,43.1,2.94,2,72,90,38
S01598,22,28,2.6,9,13,67,120,7,2,6.9,16.4,37.1,2.58,4,38,100,29
S01599,16,24,7.0,9,12,81,120,2,3,6.9,30.4,40.0,2.61,3,65,90,8
S01600,26,30,9.5,10,13,44,90,4,3,5.8,14.4,41.8,2.76,8,43,80,34
S01601,26,28,14.7,11,11,98,120,9,5,7.5,22.3,46.9,3.14,2,54,80,20
S01602,15,30,0.7,7,10,74,110,10,0,6.4,2.6,0,3.0,5,63,90,35
S01603,24,30,7.8,8,10,84,100,7,2,7.0,8.8,11.8,3.29,5,59,80,45
S01604,17,24,7.6,12,13,78,110,8,3,7.2,12.8,23.5,2.72,6,65,80,39
S01605,11,28,4.8,7,10,85,120,0,1,5.4,16.0,44.6,2.53,4,45,90,8
S01606,18,26,7.8,11,12,75,110,4,5,7.3,21.6,42.3,2.54,3,58,80,15
S01607,17,30,7.9,11,13,81,100,2,4,5.8,25.5,39.5,2.51,4,51,90,15
S01608,19,28,10.8,9,13,70,100,5,3,8.0,5.1,39.0,3.12,1,65,80,39
S01609,24,30,12.0,11,13,107,110,8,5,6.3,20.0,30.7,2.96,0,77,80,48
S01610,17,30,4.8,12,13,90,120,7,5,7.5,10.0,38.1,2.33,0,62,90,46
S01611,28,28,16.6,10,10,80,100,12,1,8.0,0,0,2.85,2,80,80,49
S01612,19,26,10.0,10,13,79,100,5,1,8.3,16.5,19.6,2.89,4,70,80,19
S01613,19,28,3.5,8,12,62,110,1,0,9.1,11.9,22.8,2.76,5,59,100,28
S01614,20,26,8.0,8,11,66,110,11,0,8.3,19.8,19.9,2.16,0,59,100,35
S01615,14,24,9.1,10,11,57,90,7,3,6.6,20.8,21.6,3.63,6,80,100,15
S01616,9,26,6.5,7,11,67,100,0,1,6.3,20.2,78.6,2.5,10,54,80,10
S01617,15,24,9.0,9,12,104,110,2,5,6.5,1.7,9.9,3.31,4,86,100,46
S01618,17,26,6.8,7,12,99,120,8,1,7.0,19.8,37.0,2.09,4,68,100,31
S01619,18,24,9.5,9,11,86,120,4,5,6.7,12.8,27.2,2.98,2,48,80,12
S01620,20,28,5.1,6,10,70,100,2,0,8.0,5.8,22.1,2.36,4,57,90,38
S01621,22,28,5.5,7,10,95,110,7,1,8.1,23.8,41.7,2.57,2,63,100,12
S01622,14,24,7.9,9,12,71,110,0,3,7.9,10.6,16.9,2.7,5,84,100,27
S01623,19,26,2.7,7,11,81,110,1,4,7.0,0,3.6,1.74,3,50,100,22
S01624,22,28,9.6,9,11,36,90,6,4,7.1,3.3,26.4,2.08,7,34,80,34
S01625,18,24,7.5,9,13,105,120,1,1,7.0,9.7,28.3,3.55,0,70,80,29
S01626,19,24,10.0,8,11,87,120,11,4,7.7,24.5,40.2,2.75,7,89,100,34
S01627,19,24,10.7,12,13,89,90,8,7,6.5,14.9,34.0,3.86,3,86,100,36
S01628,18,26,9.2,12,12,64,100,10,3,8.8,6.5,20.5,3.47,1,75,80,58
S01629,15,26,4.4,9,13,74,100,1,1,7.6,12.9,31.9,3.18,4,55,80,28
S01630,16,24,3.1,8,11,58,90,7,3,6.1,2.3,0,3.18,0,46,100,50
